,iter,q,qMC
150,150000,68.8843765258789,68.8843765258789
151,151000,69.2420425415039,69.2420425415039
152,152000,69.81451416015625,69.81451416015625
153,153000,71.06600952148438,71.06600952148438
154,154000,68.87055969238281,68.87055969238281
155,155000,70.07211303710938,70.07211303710938
156,156000,69.27071380615234,69.27071380615234
157,157000,70.37073516845703,70.37073516845703
158,158000,68.79266357421875,68.79266357421875
159,159000,71.7393569946289,71.7393569946289
160,160000,71.76795196533203,71.76795196533203
161,161000,70.68574523925781,70.68574523925781
162,162000,69.5344009399414,69.5344009399414
163,163000,69.90586853027344,69.90586853027344
164,164000,71.33708190917969,71.33708190917969
165,165000,70.08853912353516,70.08853912353516
166,166000,69.5654525756836,69.5654525756836
167,167000,69.86385345458984,69.86385345458984
168,168000,70.43035125732422,70.43035125732422
169,169000,73.56932830810547,73.56932830810547
170,170000,71.7797622680664,71.7797622680664
171,171000,71.39236450195312,71.39236450195312
172,172000,71.38272094726562,71.38272094726562
173,173000,71.13410949707031,71.13410949707031
174,174000,71.04652404785156,71.04652404785156
175,175000,69.97784423828125,69.97784423828125
176,176000,70.21553039550781,70.21553039550781
177,177000,69.23055267333984,69.23055267333984
178,178000,69.73696899414062,69.73696899414062
179,179000,69.54586791992188,69.54586791992188
180,180000,68.78546905517578,68.78546905517578
181,181000,69.32168579101562,69.32168579101562
182,182000,68.42957305908203,68.42957305908203
183,183000,68.78225708007812,68.78225708007812
184,184000,66.74353790283203,66.74353790283203
185,185000,67.34042358398438,67.34042358398438
186,186000,66.10247039794922,66.10247039794922
187,187000,66.3930435180664,66.3930435180664
188,188000,66.85952758789062,66.85952758789062
189,189000,65.42361450195312,65.42361450195312
190,190000,65.67407989501953,65.67407989501953
191,191000,64.790771484375,64.790771484375
192,192000,66.07035827636719,66.07035827636719
193,193000,66.70240783691406,66.70240783691406
194,194000,64.3980484008789,64.3980484008789
195,195000,64.56390380859375,64.56390380859375
196,196000,65.78179931640625,65.78179931640625
197,197000,66.0252914428711,66.0252914428711
198,198000,66.0327377319336,66.0327377319336
199,199000,64.91514587402344,64.91514587402344
200,200000,65.02323913574219,65.02323913574219
201,201000,65.10076141357422,65.10076141357422
202,202000,66.20834350585938,66.20834350585938
203,203000,64.82241821289062,64.82241821289062
204,204000,63.47600555419922,63.47600555419922
205,205000,63.212284088134766,63.212284088134766
206,206000,64.02449798583984,64.02449798583984
207,207000,62.615928649902344,62.615928649902344
208,208000,62.919490814208984,62.919490814208984
209,209000,63.26461410522461,63.26461410522461
210,210000,62.633766174316406,62.633766174316406
211,211000,64.19377136230469,64.19377136230469
212,212000,62.700462341308594,62.700462341308594
213,213000,63.263946533203125,63.263946533203125
214,214000,62.588497161865234,62.588497161865234
215,215000,62.084529876708984,62.084529876708984
216,216000,63.76402282714844,63.76402282714844
217,217000,61.81844711303711,61.81844711303711
218,218000,63.52413558959961,63.52413558959961
219,219000,64.07780456542969,64.07780456542969
220,220000,64.5513687133789,64.5513687133789
221,221000,63.60084915161133,63.60084915161133
222,222000,64.61327362060547,64.61327362060547
223,223000,64.0604019165039,64.0604019165039
224,224000,65.55877685546875,65.55877685546875
225,225000,64.88636016845703,64.88636016845703
226,226000,65.74669647216797,65.74669647216797
227,227000,65.22831726074219,65.22831726074219
228,228000,65.59064483642578,65.59064483642578
229,229000,66.22972869873047,66.22972869873047
230,230000,66.2851791381836,66.2851791381836
231,231000,66.73138427734375,66.73138427734375
232,232000,66.97002410888672,66.97002410888672
233,233000,65.57251739501953,65.57251739501953
234,234000,67.40705871582031,67.40705871582031
235,235000,66.14811706542969,66.14811706542969
236,236000,66.98388671875,66.98388671875
237,237000,67.20501708984375,67.20501708984375
238,238000,65.8797607421875,65.8797607421875
239,239000,65.87885284423828,65.87885284423828
240,240000,67.70519256591797,67.70519256591797
241,241000,67.8290023803711,67.8290023803711
242,242000,67.76980590820312,67.76980590820312
243,243000,68.99552917480469,68.99552917480469
244,244000,66.01657104492188,66.01657104492188
245,245000,68.85452270507812,68.85452270507812
246,246000,69.03303527832031,69.03303527832031
247,247000,68.12500762939453,68.12500762939453
248,248000,68.4720687866211,68.4720687866211
249,249000,69.05091094970703,69.05091094970703
250,250000,69.12976837158203,69.12976837158203
251,251000,69.52853393554688,69.52853393554688
252,252000,68.13180541992188,68.13180541992188
253,253000,67.28626251220703,67.28626251220703
254,254000,68.11890411376953,68.11890411376953
255,255000,68.69544219970703,68.69544219970703
256,256000,68.14825439453125,68.14825439453125
257,257000,66.67125701904297,66.67125701904297
258,258000,67.14292907714844,67.14292907714844
259,259000,65.49736022949219,65.49736022949219
260,260000,64.55891418457031,64.55891418457031
261,261000,68.0295639038086,68.0295639038086
262,262000,65.39033508300781,65.39033508300781
263,263000,65.2476806640625,65.2476806640625
264,264000,65.69825744628906,65.69825744628906
265,265000,65.3849868774414,65.3849868774414
266,266000,66.9145278930664,66.9145278930664
267,267000,67.35295867919922,67.35295867919922
268,268000,67.51618194580078,67.51618194580078
269,269000,67.71906280517578,67.71906280517578
270,270000,65.2177734375,65.2177734375
271,271000,66.07528686523438,66.07528686523438
272,272000,64.96035766601562,64.96035766601562
273,273000,67.40107727050781,67.40107727050781
274,274000,66.55988311767578,66.55988311767578
275,275000,65.77275085449219,65.77275085449219
276,276000,65.93341827392578,65.93341827392578
277,277000,67.67932891845703,67.67932891845703
278,278000,66.56510162353516,66.56510162353516
279,279000,66.1755142211914,66.1755142211914
280,280000,66.42753601074219,66.42753601074219
281,281000,66.8800277709961,66.8800277709961
282,282000,67.41439819335938,67.41439819335938
283,283000,67.33541870117188,67.33541870117188
284,284000,64.20191192626953,64.20191192626953
285,285000,65.53550720214844,65.53550720214844
286,286000,66.11369323730469,66.11369323730469
287,287000,66.3074951171875,66.3074951171875
288,288000,67.54827880859375,67.54827880859375
289,289000,67.35784912109375,67.35784912109375
290,290000,68.05056762695312,68.05056762695312
291,291000,66.54341888427734,66.54341888427734
292,292000,65.66741943359375,65.66741943359375
293,293000,68.41825103759766,68.41825103759766
294,294000,67.67121124267578,67.67121124267578
295,295000,68.89422607421875,68.89422607421875
296,296000,66.32386779785156,66.32386779785156
297,297000,66.69252014160156,66.69252014160156
298,298000,66.99341583251953,66.99341583251953
299,299000,67.01385498046875,67.01385498046875
